animal_type,category,suburb,area,date_range,city
Dog,Enclosure,Railway Estate,Division 10,2016-12-01,Townsville
Dog,Noise,Railway Estate,Division 10,2016-12-01,Townsville
Dog,Private Impound,Stuart,Division 10,2016-12-01,Townsville
Cat,Enclosure,Wulguru,Division 10,2016-12-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2016-12-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2016-12-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2016-12-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2016-12-01,Townsville
Dog,Aggressive Animal,Burdell,Division 2,2016-12-01,Townsville
Dog,Noise,Burdell,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2016-12-01,Townsville
Cat,Enclosure,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 2,2016-12-01,Townsville
Dog,Attack,Deeragun,Division 2,2016-12-01,Townsville
Dog,Attack,Deeragun,Division 2,2016-12-01,Townsville
Cat,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Enclosure,Deeragun,Division 2,2016-12-01,Townsville
Dog,Noise,Deeragun,Division 2,2016-12-01,Townsville
Dog,Noise,Deeragun,Division 2,2016-12-01,Townsville
Cat,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Cat,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Cat,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Private Impound,Deeragun,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Noise,Mount Low,Division 2,2016-12-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2016-12-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2016-12-01,Townsville
Dog,Private Impound,Mount Low,Division 2,2016-12-01,Townsville
Dog,Aggressive Animal,Arcadia,Division 3,2016-12-01,Townsville
Dog,Attack,Bohle,Division 3,2016-12-01,Townsville
Cat,Enclosure,Garbutt,Division 3,2016-12-01,Townsville
Dog,Noise,Garbutt,Division 3,2016-12-01,Townsville
Dog,Noise,Garbutt,Division 3,2016-12-01,Townsville
Dog,Noise,Nelly Bay,Division 3,2016-12-01,Townsville
Dog,Noise,North Ward,Division 3,2016-12-01,Townsville
Dog,Noise,North Ward,Division 3,2016-12-01,Townsville
Dog,Noise,Pallarenda,Division 3,2016-12-01,Townsville
Dog,Wandering,Pallarenda,Division 3,2016-12-01,Townsville
Dog,Private Impound,Picnic Bay,Division 3,2016-12-01,Townsville
Dog,Private Impound,Rowes Bay,Division 3,2016-12-01,Townsville
Dog,Private Impound,Townsville City,Division 3,2016-12-01,Townsville
Dog,Attack,Condon,Division 4,2016-12-01,Townsville
Dog,Enclosure,Condon,Division 4,2016-12-01,Townsville
Dog,Enclosure,Condon,Division 4,2016-12-01,Townsville
Dog,Enclosure,Condon,Division 4,2016-12-01,Townsville
Dog,Noise,Condon,Division 4,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 4,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 4,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 4,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 4,2016-12-01,Townsville
Cat,Wandering,Condon,Division 4,2016-12-01,Townsville
Dog,Wandering,Condon,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Kelso,Division 4,2016-12-01,Townsville
Dog,Attack,Kelso,Division 4,2016-12-01,Townsville
Dog,Attack,Kelso,Division 4,2016-12-01,Townsville
Dog,Attack,Kelso,Division 4,2016-12-01,Townsville
Dog,Attack,Kelso,Division 4,2016-12-01,Townsville
Dog,Enclosure,Kelso,Division 4,2016-12-01,Townsville
Dog,Enclosure,Kelso,Division 4,2016-12-01,Townsville
Dog,Enclosure,Kelso,Division 4,2016-12-01,Townsville
Dog,Enclosure,Kelso,Division 4,2016-12-01,Townsville
Dog,Enclosure,Kelso,Division 4,2016-12-01,Townsville
Dog,Noise,Kelso,Division 4,2016-12-01,Townsville
Cat,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Kelso,Division 4,2016-12-01,Townsville
Dog,Private Impound,Pinnacles,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Aggressive Animal,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Attack,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Attack,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Attack,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Attack,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Enclosure,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Noise,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Noise,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Private Impound,Rasmussen,Division 4,2016-12-01,Townsville
Dog,Noise,Cranbrook,Division 5,2016-12-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 5,2016-12-01,Townsville
Dog,Attack,Kirwan,Division 5,2016-12-01,Townsville
Dog,Attack,Kirwan,Division 5,2016-12-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2016-12-01,Townsville
Dog,Enclosure,Kirwan,Division 5,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 5,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 5,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 5,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 5,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 5,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 5,2016-12-01,Townsville
Dog,Attack,Mount Louisa,Division 5,2016-12-01,Townsville
Dog,Attack,Mount Louisa,Division 5,2016-12-01,Townsville
Dog,Attack,Mount Louisa,Division 5,2016-12-01,Townsville
Dog,Noise,Mount Louisa,Division 5,2016-12-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Aggressive Animal,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Attack,Thuringowa Central,Division 5,2016-12-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Cat,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 5,2016-12-01,Townsville
Dog,Aggressive Animal,Annandale,Division 6,2016-12-01,Townsville
Dog,Attack,Annandale,Division 6,2016-12-01,Townsville
Dog,Attack,Annandale,Division 6,2016-12-01,Townsville
Cat,Enclosure,Annandale,Division 6,2016-12-01,Townsville
Cat,Enclosure,Annandale,Division 6,2016-12-01,Townsville
Dog,Noise,Annandale,Division 6,2016-12-01,Townsville
Dog,Noise,Annandale,Division 6,2016-12-01,Townsville
Dog,Noise,Annandale,Division 6,2016-12-01,Townsville
Dog,Private Impound,Annandale,Division 6,2016-12-01,Townsville
Dog,Noise,Condon,Division 6,2016-12-01,Townsville
Dog,Noise,Condon,Division 6,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 6,2016-12-01,Townsville
Dog,Private Impound,Condon,Division 6,2016-12-01,Townsville
Dog,Aggressive Animal,Douglas,Division 6,2016-12-01,Townsville
Cat,Enclosure,Douglas,Division 6,2016-12-01,Townsville
Dog,Enclosure,Douglas,Division 6,2016-12-01,Townsville
Dog,Enclosure,Douglas,Division 6,2016-12-01,Townsville
Dog,Noise,Douglas,Division 6,2016-12-01,Townsville
Dog,Noise,Douglas,Division 6,2016-12-01,Townsville
Dog,Noise,Douglas,Division 6,2016-12-01,Townsville
Dog,Noise,Douglas,Division 6,2016-12-01,Townsville
Cat,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Douglas,Division 6,2016-12-01,Townsville
Dog,Private Impound,Thuringowa Central,Division 6,2016-12-01,Townsville
Dog,Attack,Cranbrook,Division 7,2016-12-01,Townsville
Dog,Enclosure,Cranbrook,Division 7,2016-12-01,Townsville
Dog,Noise,Cranbrook,Division 7,2016-12-01,Townsville
Dog,Noise,Cranbrook,Division 7,2016-12-01,Townsville
Dog,Noise,Cranbrook,Division 7,2016-12-01,Townsville
Cat,Private Impound,Cranbrook,Division 7,2016-12-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2016-12-01,Townsville
Dog,Aggressive Animal,Heatley,Division 7,2016-12-01,Townsville
Dog,Enclosure,Heatley,Division 7,2016-12-01,Townsville
Dog,Enclosure,Heatley,Division 7,2016-12-01,Townsville
Dog,Noise,Heatley,Division 7,2016-12-01,Townsville
Dog,Noise,Heatley,Division 7,2016-12-01,Townsville
Dog,Noise,Heatley,Division 7,2016-12-01,Townsville
Dog,Private Impound,Heatley,Division 7,2016-12-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 7,2016-12-01,Townsville
Cat,Enclosure,Kirwan,Division 7,2016-12-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 7,2016-12-01,Townsville
Dog,Noise,Kirwan,Division 7,2016-12-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2016-12-01,Townsville
Dog,Aggressive Animal,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Aggressive Animal,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Attack,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2016-12-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Private Impound,Aitkenvale,Division 8,2016-12-01,Townsville
Dog,Attack,Currajong,Division 8,2016-12-01,Townsville
Cat,Private Impound,Currajong,Division 8,2016-12-01,Townsville
Dog,Private Impound,Currajong,Division 8,2016-12-01,Townsville
Dog,Private Impound,Currajong,Division 8,2016-12-01,Townsville
Dog,Private Impound,Currajong,Division 8,2016-12-01,Townsville
Dog,Private Impound,Garbutt,Division 8,2016-12-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2016-12-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2016-12-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2016-12-01,Townsville
Dog,Private Impound,Gulliver,Division 8,2016-12-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Attack,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Enclosure,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Enclosure,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Enclosure,Mount Louisa,Division 8,2016-12-01,Townsville
Dog,Attack,Mundingburra,Division 8,2016-12-01,Townsville
Dog,Attack,Mundingburra,Division 8,2016-12-01,Townsville
Dog,Noise,Mundingburra,Division 8,2016-12-01,Townsville
Dog,Attack,Vincent,Division 8,2016-12-01,Townsville
Dog,Enclosure,Vincent,Division 8,2016-12-01,Townsville
Dog,Noise,Vincent,Division 8,2016-12-01,Townsville
Dog,Noise,Vincent,Division 8,2016-12-01,Townsville
Dog,Noise,Vincent,Division 8,2016-12-01,Townsville
Dog,Noise,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Noise,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Noise,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Noise,Hermit Park,Division 9,2016-12-01,Townsville
Cat,Private Impound,Hermit Park,Division 9,2016-12-01,Townsville
Cat,Private Impound,Hermit Park,Division 9,2016-12-01,Townsville
Cat,Private Impound,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Private Impound,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Private Impound,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Wandering,Hermit Park,Division 9,2016-12-01,Townsville
Dog,Noise,Hyde Park,Division 9,2016-12-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2016-12-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2016-12-01,Townsville
Cat,Private Impound,Mysterton,Division 9,2016-12-01,Townsville
Dog,Private Impound,Mysterton,Division 9,2016-12-01,Townsville
Dog,Private Impound,Mysterton,Division 9,2016-12-01,Townsville
Dog,Noise,Pimlico,Division 9,2016-12-01,Townsville
Dog,Noise,Pimlico,Division 9,2016-12-01,Townsville
Dog,Noise,Pimlico,Division 9,2016-12-01,Townsville
Dog,Attack,Railway Estate,Division 9,2016-12-01,Townsville
Cat,Enclosure,Railway Estate,Division 9,2016-12-01,Townsville
Dog,Enclosure,Railway Estate,Division 9,2016-12-01,Townsville
Dog,Enclosure,Railway Estate,Division 9,2016-12-01,Townsville
Dog,Private Impound,Railway Estate,Division 9,2016-12-01,Townsville
Dog,Aggressive Animal,West End,Division 9,2016-12-01,Townsville
Dog,Aggressive Animal,West End,Division 9,2016-12-01,Townsville
Dog,Attack,West End,Division 9,2016-12-01,Townsville
Cat,Enclosure,West End,Division 9,2016-12-01,Townsville
Dog,Enclosure,West End,Division 9,2016-12-01,Townsville
Dog,Enclosure,West End,Division 9,2016-12-01,Townsville
Dog,Private Impound,West End,Division 9,2016-12-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Aggressive Animal,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Attack,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Attack,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Enclosure,Unallocated,Unallocated,2016-12-01,Townsville
Cat,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Private Impound,Unallocated,Unallocated,2016-12-01,Townsville
Cat,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Cat,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2016-12-01,Townsville
Dog,Aggressive Animal,Alice River,Division 1,2016-11-01,Townsville
Dog,Attack,Alice River,Division 1,2016-11-01,Townsville
Dog,Attack,Alice River,Division 1,2016-11-01,Townsville
Dog,Enclosure,Alice River,Division 1,2016-11-01,Townsville
Dog,Enclosure,Alice River,Division 1,2016-11-01,Townsville
Dog,Noise,Alice River,Division 1,2016-11-01,Townsville
Dog,Noise,Alice River,Division 1,2016-11-01,Townsville
Dog,Attack,Balgal Beach,Division 1,2016-11-01,Townsville
Dog,Private Impound,Balgal Beach,Division 1,2016-11-01,Townsville
Dog,Aggressive Animal,Bluewater,Division 1,2016-11-01,Townsville
Dog,Enclosure,Bluewater Park,Division 1,2016-11-01,Townsville
Dog,Attack,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Attack,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2016-11-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 1,2016-11-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 1,2016-11-01,Townsville
Dog,Enclosure,Mount Louisa,Division 1,2016-11-01,Townsville
Dog,Noise,Mount Louisa,Division 1,2016-11-01,Townsville
Dog,Private Impound,Mount Louisa,Division 1,2016-11-01,Townsville
Dog,Enclosure,Rangewood,Division 1,2016-11-01,Townsville
Dog,Attack,Saunders Beach,Division 1,2016-11-01,Townsville
Cat,Enclosure,Shaw,Division 1,2016-11-01,Townsville
Dog,Noise,Shaw,Division 1,2016-11-01,Townsville
Dog,Aggressive Animal,Yabulu,Division 1,2016-11-01,Townsville
Dog,Noise,Yabulu,Division 1,2016-11-01,Townsville
Dog,Private Impound,Alligator Creek,Division 10,2016-11-01,Townsville
Cat,Enclosure,Idalia,Division 10,2016-11-01,Townsville
Dog,Enclosure,Idalia,Division 10,2016-11-01,Townsville
Dog,Enclosure,Idalia,Division 10,2016-11-01,Townsville
Dog,Noise,Idalia,Division 10,2016-11-01,Townsville
Dog,Noise,Idalia,Division 10,2016-11-01,Townsville
Cat,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Cat,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Private Impound,Idalia,Division 10,2016-11-01,Townsville
Dog,Aggressive Animal,Nome,Division 10,2016-11-01,Townsville
Dog,Attack,Nome,Division 10,2016-11-01,Townsville
Dog,Private Impound,Nome,Division 10,2016-11-01,Townsville
Dog,Enclosure,Oak Valley,Division 10,2016-11-01,Townsville
Dog,Noise,Oonoonba,Division 10,2016-11-01,Townsville
Dog,Noise,Railway Estate,Division 10,2016-11-01,Townsville
Cat,Private Impound,Railway Estate,Division 10,2016-11-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2016-11-01,Townsville
Cat,Enclosure,Wulguru,Division 10,2016-11-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2016-11-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2016-11-01,Townsville
Dog,Noise,Wulguru,Division 10,2016-11-01,Townsville
Cat,Private Impound,Wulguru,Division 10,2016-11-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2016-11-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2016-11-01,Townsville
Dog,Attack,Burdell,Division 2,2016-11-01,Townsville
Dog,Enclosure,Burdell,Division 2,2016-11-01,Townsville
Dog,Noise,Burdell,Division 2,2016-11-01,Townsville
Dog,Noise,Burdell,Division 2,2016-11-01,Townsville
Dog,Noise,Burdell,Division 2,2016-11-01,Townsville
Cat,Wandering,Burdell,Division 2,2016-11-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2016-11-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2016-11-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2016-11-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2016-11-01,Townsville
